INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
Alloggio per uso turistico 5763;Unica;VIA GAETANO SACCHI, 14;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5768;Unica;VIA DELL'ESQUILINO, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 577;Unica;VIA DI S. MARCELLO, 40;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5772;Unica;VIA FILIPPO TURATI, 140;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5773;Unica;VIA AVENTINA, 3/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5774;Unica;VIA DI S. GIOVANNI IN LATERANO, 92;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5777;Unica;VIA COSTANTINO BELTRAMI, 18;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5780;Unica;VICOLO SAVELLI, 33;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5782;Unica;VIA GINORI, 5;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5783;Unica;VIA ANDREA PROVANA, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5784;Unica;VIA BUONARROTI, 40;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5788;Unica;PIAZZA DI TREVI, 100;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5790;Unica;VIA GALILEO FERRARIS, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5796;Unica;VICOLO DELLA TORRE, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 58;Unica;VIA PRINCIPE AMEDEO, 165;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5800;Unica;VIALE GIOTTO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5804;Unica;VIA DELL'AMBA ARADAM, 28;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5808;Unica;VIA DEI CHIAVARI, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5814;Unica;VIA EMANUELE FILIBERTO, 166;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5826;Unica;VICOLO DI MONTEVECCHIO, 26;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5828;Unica;VIA IN ARCIONE, 98;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5830;Unica;VIA DELLA TRIBUNA DI CAMPITELLI, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5832;Unica;PIAZZA DI S. COSIMATO, 56;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5834;Unica;VIA CARLO ALBERTO, 26;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5836;Unica;VIA DEL GOVERNO VECCHIO, 44;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5839;Unica;VIA DEL MONTE OPPIO, 12;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 584;Unica;VIA RATTAZZI, 63;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5840;Unica;VIA DEI PIANELLARI, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5843;Unica;VIA LECCOSA, 54;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5848;Unica;VICOLO DEL GOVERNO VECCHIO, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5850;Unica;VICOLO DEL LEOPARDO, 36;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5851;Unica;VIA MONTERONE, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5856;Unica;VIA DEL BOSCHETTO, 114;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5857;Unica;VIA DELLO STATUTO, 44;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5859;Unica;VICOLO DELLA CANCELLERIA, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5860;Unica;VIA DEI CAPPUCCINI, 27;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5861;Unica;VIA MERULANA, 209;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5862;Unica;VIA DEI CAPPELLARI, 5;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5863;Unica;VICOLO DEI PANIERI, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5866;Unica;VIALE VATICANO, 67;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 587;Unica;VIA NAPOLEONE III, 70;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5870;Unica;VIA EMANUELE FILIBERTO, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5872;Unica;VIA LUCIANO MANARA, 51;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5879;Unica;VIA DELLA VII COORTE, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5881;Unica;VICOLO DELLA MADONNELLA, 2/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5884;Unica;VIA MERULANA, 209;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5887;Unica;VIA BONCOMPAGNI, 61;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5890;Unica;VIA DEI PETTINARI, 81;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5891;Unica;PIAZZA MARGANA, 20/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5894;Unica;VIA DEL MATTONATO, 22;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5896;Unica;VIA MILAZZO, 22;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5899;Unica;VIA FLORIDA, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5900;Unica;VIA DI S. SALVATORE IN CAMPO, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5901;Unica;VIA ANNIA FAUSTINA, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 591;Unica;VIA GIROLAMO DANDINI, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5910;Unica;VIA DEL BOSCHETTO, 118;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5911;Unica;VIA ANGELO POLIZIANO, 70;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5915;Unica;VIA CAPO D'AFRICA, 37;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5918;Unica;VIA DEGLI ZINGARI, 60;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 592;Unica;PIAZZA MANFREDO FANTI, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5920;Unica;VIA DOMENICHINO, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5922;Unica;VICOLO DELLE GROTTE, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5925;Unica;VIA FILIPPO CASINI, 5/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5926;Unica;VIA DEI VECCHIARELLI, 37/B;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5927;Unica;VICOLO DEI PANIERI, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5929;Unica;VIA DELLA TRIBUNA DI CAMPITELLI, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5930;Unica;VIA DELLA PACE, 39;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5938;Unica;VICOLO DELLA GUARDIOLA, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 594;Unica;VIA CAVOUR, 136;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5950;Unica;VIA DEL BOSCHETTO, 77;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5953;Unica;VIA PIETRO MICCA, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5954;Unica;VIA AMERIGO VESPUCCI, 59;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5956;Unica;VICOLO SCAVOLINO, 71;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5962;Unica;VIA DELLE MANTELLATE, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5963;Unica;VICOLO DEI SOLDATI, 44;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5965;Unica;VIA DI S. GIOVANNI IN LATERANO, 174;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5966;Unica;VIA GOITO, 30;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5968;Unica;VIA DI S. GIOVANNI IN LATERANO, 50;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 597;Unica;VICOLO DEL FICO, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5972;Unica;PIAZZA DE' RENZI, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5973;Unica;VIALE MANZONI, 39;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5975;Unica;VIA DEL MACAO, 12;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5977;Unica;VIA DEL GOVERNO VECCHIO, 44;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5979;Unica;VIA PRINCIPE UMBERTO, 40;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 598;Unica;VIA DEI CERCHI, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5981;Unica;VIA LEOPARDI, 17;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5989;Unica;VIA DEI CAPPELLARI, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5992;Unica;VICOLO DEL LEOPARDO, 28;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5994;Unica;VIA GREGORIANA, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5996;Unica;VIA UMBERTO BIANCAMANO, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 5999;Unica;VIA PRINCIPE UMBERTO, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 600;Unica;VIA DI TOR MILLINA, 31;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6000;Unica;PIAZZA COSTAGUTI, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6006;Unica;VIA DEI CAPPELLARI, 67;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6007;Unica;VIA LABICANA, 80;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6008;Unica;VIALE DI TRASTEVERE, 186;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6016;Unica;VIA IN ARCIONE, 98;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6019;Unica;VIA DEI CORONARI, 61;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 602;Unica;VIA DEL PORTICO D'OTTAVIA, 39;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6024;Unica;VIA SICILIA, 154;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6026;Unica;VIA DELLE MURATTE, 94;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6037;Unica;VIA FRANGIPANE, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6039;Unica;VIA GALILEO FERRARIS, 9;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6040;Unica;VIA MILANO, 49;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6042;Unica;VIA ANGELO BRUNETTI, 47;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6044;Unica;PONTE SISTO, 69;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6045;Unica;VIA DEI CIANCALEONI, 22;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6049;Unica;CORSO DEL RINASCIMENTO, 81;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6051;Unica;VIA DELLA SCALA, 32;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6059;Unica;VIA NAZIONALE, 18;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6061;Unica;VIA BACCINA, 19;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6065;Unica;VIA DI MONTE GIORDANO, 55;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6069;Unica;VIA DELLA LUCE, 41;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6071;Unica;VIA CAPOCCI, 82;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6072;Unica;VIA DELLA SCALA, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6078;Unica;VIA DI S. FRANCESCO DI SALES, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6079;Unica;VIA DI S. FRANCESCO DI SALES, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 608;Unica;VIA BELSIANA, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6080;Unica;VIA DI S. FRANCESCO DI SALES, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6081;Unica;VICOLO DELLA PENITENZA, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6082;Unica;PIAZZA DI PIETRA, 63;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6087;Unica;VIA ANGELO BRUNETTI, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6088;Unica;VICOLO DEL LEOPARDO, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6091;Unica;LUNGOTEVERE TESTACCIO, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 610;Unica;VIA DELLA FONTANELLA DI BORGHESE, 66;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6101;Unica;VIA LABICANA, 76/78;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6102;Unica;VIA FRANCESCO CRISPI, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6103;Unica;VIA DELLE MURATTE, 94;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6105;Unica;VIA DELL'ARANCIO, 80;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6109;Unica;VIA CARDINALE MARMAGGI, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6115;Unica;VIA DI S. NICOLA DA TOLENTINO, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6117;Unica;PIAZZA SIDNEY SONNINO, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6118;Unica;VIA IN SELCI, 61;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6119;Unica;PIAZZA DELLA ROVERE, 109;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6121;Unica;VIA DI S. MARIA MAGGIORE, 151;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6122;Unica;VIA LECCOSA, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6138;Unica;VIA DELLA MINERVA, 1;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6139;Unica;VIA EMANUELE FILIBERTO, 66;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6142;Unica;VIA DELL'ARCO DELLA CIAMBELLA, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6148;Unica;VIA MERULANA, 137;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6149;Unica;VIALE MARCO POLO, 36;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 615;Unica;VIA DELLE MURATTE, 9;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6152;Unica;VICOLO DELLE GROTTE, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 616;Unica;VIA FILIPPO TURATI, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6160;Unica;VICOLO DEL GOVERNO VECCHIO, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6161;Unica;VIA DEI RIARI, 51;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6162;Unica;VIA DI TOR DI NONA, 22;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6166;Unica;VIA DEI BERGAMASCHI, 58;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6169;Unica;VIA DI MONSERRATO, 98;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6179;Unica;VIALE MANZONI, 81;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6181;Unica;LUNGOTEVERE MARZIO, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6182;Unica;VIA MARIO DE FIORI, 66;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6184;Unica;VIA DELLA FREZZA, 59;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6185;Unica;VIA DI S. ANDREA DELLE FRATTE, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6188;Unica;VIA ANTONIO CANOVA, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6192;Unica;CAMPO DE' FIORI, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6193;Unica;VIA FRATTINA, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6195;Unica;VIA ANTONIO CANOVA, 30;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6198;Unica;VIA DELLA SCALA, 17;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6199;Unica;VIA DEL BISCIONE, 90;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6201;Unica;VIA DI S. GIOVANNI IN LATERANO, 74;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6202;Unica;VIA ENRICO TOTI, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6206;Unica;VIA PRINCIPE EUGENIO, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6210;Unica;VIA FOSCOLO, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 622;Unica;VIA BARTOLOMEO GALLETTI, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6223;Unica;VIA GERMANO SOMMEILLER, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6224;Unica;VIA FRATTINA, 41;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6225;Unica;VIA DEI FIENAROLI, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6228;Unica;PIAZZA SIDNEY SONNINO, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6239;Unica;VIA DI GROTTA PINTA, 41;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6244;Unica;VIA BARTOLOMEO GALLETTI, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6245;Unica;VIA BARTOLOMEO GALLETTI, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6249;Unica;VIA DEI CAPPELLARI, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6253;Unica;VIA CESARE BALBO, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6254;Unica;VIA EMANUELE FILIBERTO, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
Alloggio per uso turistico 6255;Unica;VIA ANNIA, 66;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
